Info 0    [17:52:32.037] Starting TS Server
Info 1092 [17:53:48.522] getCompletionData: Is inside comment: 0.03571498394012451
Info 1093 [17:53:48.522] getCompletionData: Get previous token: 0.06404697895050049
Info 1094 [17:53:48.522] getCompletionsAtPosition: isCompletionListBlocker: 0.006000995635986328
Info 1095 [17:53:48.522] getCompletionData: Semantic work: 0.3999819755554199
Info 1096 [17:53:48.530] getCompletionData: Get current token: 0.01632004976272583
Info 1097 [17:53:48.531] getCompletionData: Is inside comment: 0.022931993007659912
Info 1098 [17:53:48.531] getCompletionData: Get previous token: 0.04198700189590454
Info 1099 [17:53:48.531] getCompletionsAtPosition: isCompletionListBlocker: 0.0039370059967041016
Info 1100 [17:53:48.531] getCompletionData: Semantic work: 0.10018402338027954
Info 1101 [17:53:48.531] getCompletionData: Get current token: 0.015118002891540527
Info 1102 [17:53:48.531] getCompletionData: Is inside comment: 0.02210104465484619
Info 1103 [17:53:48.531] getCompletionData: Get previous token: 0.04040402173995972
Info 1104 [17:53:48.531] getCompletionsAtPosition: isCompletionListBlocker: 0.003286004066467285
Info 1105 [17:53:48.531] getCompletionData: Semantic work: 0.28752601146698
Info 1106 [17:53:48.532] getCompletionData: Get current token: 0.015157043933868408
Info 1107 [17:53:48.532] getCompletionData: Is inside comment: 0.021458983421325684
Info 1108 [17:53:48.532] getCompletionData: Get previous token: 0.040444016456604004
Info 1109 [17:53:48.532] getCompletionsAtPosition: isCompletionListBlocker: 0.002674996852874756
Info 1110 [17:53:48.532] getCompletionData: Semantic work: 0.06751400232315063
Info 1111 [17:53:48.582] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1112 [17:53:48.584] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 1.976777970790863ms
Info 1113 [17:53:48.584] Different program with same set of files
Info 1114 [17:53:48.584] getCompletionData: Get current token: 0.012372970581054688
Info 1115 [17:53:48.584] getCompletionData: Is inside comment: 0.018364012241363525
Info 1116 [17:53:48.584] getCompletionData: Get previous token: 0.03286099433898926
Info 1117 [17:53:48.584] getCompletionsAtPosition: isCompletionListBlocker: 0.0034870505332946777
Info 1118 [17:53:48.585] getCompletionData: Semantic work: 0.31707000732421875
Info 1119 [17:53:48.587] getCompletionData: Get current token: 0.012272000312805176
Info 1120 [17:53:48.587] getCompletionData: Is inside comment: 0.01731199026107788
Info 1121 [17:53:48.587] getCompletionData: Get previous token: 0.03213900327682495
Info 1122 [17:53:48.587] getCompletionsAtPosition: isCompletionListBlocker: 0.002794981002807617
Info 1123 [17:53:48.587] getCompletionData: Semantic work: 0.08446496725082397
Info 1124 [17:53:48.609] getCompletionData: Get current token: 0.012142002582550049
Info 1125 [17:53:48.609] getCompletionData: Is inside comment: 0.017232000827789307
Info 1126 [17:53:48.609] getCompletionData: Get previous token: 0.03217899799346924
Info 1127 [17:53:48.609] getCompletionsAtPosition: isCompletionListBlocker: 0.0026050209999084473
Info 1128 [17:53:48.609] getCompletionData: Semantic work: 0.12372696399688721
Info 1129 [17:53:48.632] getCompletionData: Get current token: 0.013615012168884277
Info 1130 [17:53:48.632] getCompletionData: Is inside comment: 0.01891505718231201
Info 1131 [17:53:48.632] getCompletionData: Get previous token: 0.03326094150543213
Info 1132 [17:53:48.632] getCompletionsAtPosition: isCompletionListBlocker: 0.006802022457122803
Info 1133 [17:53:48.632] getCompletionData: Semantic work: 0.13411599397659302
Info 1134 [17:53:48.711] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1135 [17:53:48.714] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 2.8164939880371094ms
Info 1136 [17:53:48.714] Different program with same set of files
Info 1137 [17:53:48.714] getCompletionData: Get current token: 0.024976015090942383
Info 1138 [17:53:48.714] getCompletionData: Is inside comment: 0.036036014556884766
Info 1139 [17:53:48.714] getCompletionData: Get previous token: 0.06504899263381958
Info 1140 [17:53:48.714] getCompletionsAtPosition: isCompletionListBlocker: 0.00541001558303833
Info 1141 [17:53:48.715] getCompletionData: Semantic work: 0.47924697399139404
Info 1142 [17:53:48.716] getCompletionData: Get current token: 0.016149044036865234
Info 1143 [17:53:48.717] getCompletionData: Is inside comment: 0.023072004318237305
Info 1144 [17:53:48.717] getCompletionData: Get previous token: 0.041516005992889404
Info 1145 [17:53:48.717] getCompletionsAtPosition: isCompletionListBlocker: 0.003966987133026123
Info 1146 [17:53:48.717] getCompletionData: Semantic work: 0.09930199384689331
Info 1147 [17:53:48.738] getCompletionData: Get current token: 0.015619039535522461
Info 1148 [17:53:48.738] getCompletionData: Is inside comment: 0.02222996950149536
Info 1149 [17:53:48.738] getCompletionData: Get previous token: 0.04050397872924805
Info 1150 [17:53:48.738] getCompletionsAtPosition: isCompletionListBlocker: 0.0032359957695007324
Info 1151 [17:53:48.738] getCompletionData: Semantic work: 0.08041703701019287
Info 1152 [17:53:48.760] getCompletionData: Get current token: 0.015488028526306152
Info 1153 [17:53:48.760] getCompletionData: Is inside comment: 0.02174896001815796
Info 1154 [17:53:48.760] getCompletionData: Get previous token: 0.04133498668670654
Info 1155 [17:53:48.760] getCompletionsAtPosition: isCompletionListBlocker: 0.0033169984817504883
Info 1156 [17:53:48.760] getCompletionData: Semantic work: 0.07844400405883789
Info 1157 [17:53:48.854] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1158 [17:53:48.859] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 4.576445996761322ms
Info 1159 [17:53:48.859] Different program with same set of files
Info 1160 [17:53:48.859] getCompletionData: Get current token: 0.015928983688354492
Info 1161 [17:53:48.859] getCompletionData: Is inside comment: 0.023191988468170166
Info 1162 [17:53:48.859] getCompletionData: Get previous token: 0.04135596752166748
Info 1163 [17:53:48.859] getCompletionsAtPosition: isCompletionListBlocker: 0.009057044982910156
Info 1164 [17:53:48.860] getCompletionData: Semantic work: 0.36605000495910645
Info 1165 [17:53:48.861] getCompletionData: Get current token: 0.01576894521713257
Info 1166 [17:53:48.861] getCompletionData: Is inside comment: 0.02243095636367798
Info 1167 [17:53:48.861] getCompletionData: Get previous token: 0.040904998779296875
Info 1168 [17:53:48.861] getCompletionsAtPosition: isCompletionListBlocker: 0.0050789713859558105
Info 1169 [17:53:48.861] getCompletionData: Semantic work: 0.19114899635314941
Info 1170 [17:53:48.883] getCompletionData: Get current token: 0.012463033199310303
Info 1171 [17:53:48.883] getCompletionData: Is inside comment: 0.017391979694366455
Info 1172 [17:53:48.883] getCompletionData: Get previous token: 0.03202897310256958
Info 1173 [17:53:48.883] getCompletionsAtPosition: isCompletionListBlocker: 0.0023940205574035645
Info 1174 [17:53:48.883] getCompletionData: Semantic work: 0.08491498231887817
Info 1175 [17:53:48.890] getCompletionData: Get current token: 0.012202978134155273
Info 1176 [17:53:48.890] getCompletionData: Is inside comment: 0.01712101697921753
Info 1177 [17:53:48.890] getCompletionData: Get previous token: 0.03172898292541504
Info 1178 [17:53:48.890] getCompletionsAtPosition: isCompletionListBlocker: 0.002022981643676758
Info 1179 [17:53:48.891] getCompletionData: Semantic work: 0.06223398447036743
Info 1180 [17:53:49.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1181 [17:53:49.364] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 2.446076989173889ms
Info 1182 [17:53:49.364] Different program with same set of files
Info 1183 [17:53:49.364] getCompletionData: Get current token: 0.01605898141860962
Info 1184 [17:53:49.364] getCompletionData: Is inside comment: 0.023842990398406982
Info 1185 [17:53:49.364] getCompletionData: Get previous token: 0.042046964168548584
Info 1186 [17:53:49.364] getCompletionsAtPosition: isCompletionListBlocker: 0.004227995872497559
Info 1187 [17:53:49.365] getCompletionData: Semantic work: 0.21828001737594604
Info 1188 [17:53:49.365] getCompletionData: Get current token: 0.016019999980926514
Info 1189 [17:53:49.365] getCompletionData: Is inside comment: 0.02288198471069336
Info 1190 [17:53:49.365] getCompletionData: Get previous token: 0.04149603843688965
Info 1191 [17:53:49.365] getCompletionsAtPosition: isCompletionListBlocker: 0.0027849674224853516
Info 1192 [17:53:49.365] getCompletionData: Semantic work: 0.08191001415252686
Info 1193 [17:53:49.365] getCompletionData: Get current token: 0.015547990798950195
Info 1194 [17:53:49.365] getCompletionData: Is inside comment: 0.021920979022979736
Info 1195 [17:53:49.365] getCompletionData: Get previous token: 0.04041397571563721
Info 1196 [17:53:49.365] getCompletionsAtPosition: isCompletionListBlocker: 0.0026050209999084473
Info 1197 [17:53:49.366] getCompletionData: Semantic work: 0.07821303606033325
Info 1198 [17:53:49.366] getCompletionData: Get current token: 0.015217959880828857
Info 1199 [17:53:49.366] getCompletionData: Is inside comment: 0.4522780179977417
Info 1200 [17:53:49.366] getCompletionData: Get previous token: 0.06478899717330933
Info 1201 [17:53:49.366] getCompletionsAtPosition: isCompletionListBlocker: 0.0035170316696166992
Info 1202 [17:53:49.367] getCompletionData: Semantic work: 0.10293799638748169
Info 1203 [17:53:49.413] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1204 [17:53:49.415] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 2.0587980151176453ms
Info 1205 [17:53:49.415] Different program with same set of files
Info 1206 [17:53:49.415] getCompletionData: Get current token: 0.016039013862609863
Info 1207 [17:53:49.415] getCompletionData: Is inside comment: 0.02248096466064453
Info 1208 [17:53:49.415] getCompletionData: Get previous token: 0.04033398628234863
Info 1209 [17:53:49.415] getCompletionsAtPosition: isCompletionListBlocker: 0.0031760334968566895
Info 1210 [17:53:49.416] getCompletionData: Semantic work: 0.17887699604034424
Info 1211 [17:53:49.418] getCompletionData: Get current token: 0.016799986362457275
Info 1212 [17:53:49.418] getCompletionData: Is inside comment: 0.02254098653793335
Info 1213 [17:53:49.418] getCompletionData: Get previous token: 0.04032397270202637
Info 1214 [17:53:49.419] getCompletionsAtPosition: isCompletionListBlocker: 0.0029360055923461914
Info 1215 [17:53:49.419] getCompletionData: Semantic work: 0.21028399467468262
Info 1216 [17:53:49.440] getCompletionData: Get current token: 0.016541004180908203
Info 1217 [17:53:49.440] getCompletionData: Is inside comment: 0.02229994535446167
Info 1218 [17:53:49.440] getCompletionData: Get previous token: 0.04049402475357056
Info 1219 [17:53:49.440] getCompletionsAtPosition: isCompletionListBlocker: 0.0028949975967407227
Info 1220 [17:53:49.440] getCompletionData: Semantic work: 0.09302002191543579
Info 1221 [17:53:49.442] getCompletionData: Get current token: 0.01660001277923584
Info 1222 [17:53:49.442] getCompletionData: Is inside comment: 0.022440969944000244
Info 1223 [17:53:49.442] getCompletionData: Get previous token: 0.040674030780792236
Info 1224 [17:53:49.442] getCompletionsAtPosition: isCompletionListBlocker: 0.0029050111770629883
Info 1225 [17:53:49.442] getCompletionData: Semantic work: 0.08720999956130981
Info 1226 [17:53:49.557] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1227 [17:53:49.559] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 2.1262620091438293ms
Info 1228 [17:53:49.559] Different program with same set of files
Info 1229 [17:53:49.559] getCompletionData: Get current token: 0.016319990158081055
Info 1230 [17:53:49.559] getCompletionData: Is inside comment: 0.02321302890777588
Info 1231 [17:53:49.559] getCompletionData: Get previous token: 0.040764033794403076
Info 1232 [17:53:49.559] getCompletionsAtPosition: isCompletionListBlocker: 0.003395974636077881
Info 1233 [17:53:49.560] getCompletionData: Semantic work: 0.35340601205825806
Info 1234 [17:53:49.562] getCompletionData: Get current token: 0.016620993614196777
Info 1235 [17:53:49.562] getCompletionData: Is inside comment: 0.02229100465774536
Info 1236 [17:53:49.562] getCompletionData: Get previous token: 0.04006403684616089
Info 1237 [17:53:49.562] getCompletionsAtPosition: isCompletionListBlocker: 0.002884984016418457
Info 1238 [17:53:49.563] getCompletionData: Semantic work: 0.29620200395584106
Info 1239 [17:53:49.584] getCompletionData: Get current token: 0.016560018062591553
Info 1240 [17:53:49.584] getCompletionData: Is inside comment: 0.022370994091033936
Info 1241 [17:53:49.584] getCompletionData: Get previous token: 0.040183961391448975
Info 1242 [17:53:49.584] getCompletionsAtPosition: isCompletionListBlocker: 0.0029050111770629883
Info 1243 [17:53:49.584] getCompletionData: Semantic work: 0.1020970344543457
Info 1244 [17:53:49.603] getCompletionData: Get current token: 0.0171319842338562
Info 1245 [17:53:49.603] getCompletionData: Is inside comment: 0.023002028465270996
Info 1246 [17:53:49.603] getCompletionData: Get previous token: 0.0411759614944458
Info 1247 [17:53:49.604] getCompletionsAtPosition: isCompletionListBlocker: 0.005160033702850342
Info 1248 [17:53:49.604] getCompletionData: Semantic work: 0.14273202419281006
Info 1249 [17:53:49.743] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1250 [17:53:49.745] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 2.534348964691162ms
Info 1251 [17:53:49.745] Different program with same set of files
Info 1252 [17:53:49.746] getCompletionData: Get current token: 0.015848994255065918
Info 1253 [17:53:49.746] getCompletionData: Is inside comment: 0.022772014141082764
Info 1254 [17:53:49.746] getCompletionData: Get previous token: 0.040403008460998535
Info 1255 [17:53:49.746] getCompletionsAtPosition: isCompletionListBlocker: 0.003587007522583008
Info 1256 [17:53:49.746] getCompletionData: Semantic work: 0.20240998268127441
Info 1257 [17:53:49.748] getCompletionData: Get current token: 0.016710996627807617
Info 1258 [17:53:49.748] getCompletionData: Is inside comment: 0.02226102352142334
Info 1259 [17:53:49.748] getCompletionData: Get previous token: 0.04037398099899292
Info 1260 [17:53:49.748] getCompletionsAtPosition: isCompletionListBlocker: 0.0029760003089904785
Info 1261 [17:53:49.748] getCompletionData: Semantic work: 0.08352303504943848
Info 1262 [17:53:49.770] getCompletionData: Get current token: 0.0171319842338562
Info 1263 [17:53:49.770] getCompletionData: Is inside comment: 0.023011982440948486
Info 1264 [17:53:49.770] getCompletionData: Get previous token: 0.04019397497177124
Info 1265 [17:53:49.770] getCompletionsAtPosition: isCompletionListBlocker: 0.0051000118255615234
Info 1266 [17:53:49.770] getCompletionData: Semantic work: 0.13100004196166992
Info 1267 [17:53:49.780] getCompletionData: Get current token: 0.017022013664245605
Info 1268 [17:53:49.780] getCompletionData: Is inside comment: 0.023643016815185547
Info 1269 [17:53:49.780] getCompletionData: Get previous token: 0.0401729941368103
Info 1270 [17:53:49.780] getCompletionsAtPosition: isCompletionListBlocker: 0.005309998989105225
Info 1271 [17:53:49.780] getCompletionData: Semantic work: 0.1368200182914734
Info 1272 [17:53:49.830] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1273 [17:53:49.833] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 2.3015120029449463ms
Info 1274 [17:53:49.833] Different program with same set of files
Info 1275 [17:53:49.833] getCompletionData: Get current token: 0.015918970108032227
Info 1276 [17:53:49.833] getCompletionData: Is inside comment: 0.02220100164413452
Info 1277 [17:53:49.833] getCompletionData: Get previous token: 0.04020404815673828
Info 1278 [17:53:49.833] getCompletionsAtPosition: isCompletionListBlocker: 0.0032660365104675293
Info 1279 [17:53:49.833] getCompletionData: Semantic work: 0.17797595262527466
Info 1280 [17:53:49.837] getCompletionData: Get current token: 0.018023014068603516
Info 1281 [17:53:49.837] getCompletionData: Is inside comment: 0.0232430100440979
Info 1282 [17:53:49.837] getCompletionData: Get previous token: 0.0415460467338562
Info 1283 [17:53:49.837] getCompletionsAtPosition: isCompletionListBlocker: 0.004958987236022949
Info 1284 [17:53:49.838] getCompletionData: Semantic work: 0.12472802400588989
Info 1285 [17:53:49.859] getCompletionData: Get current token: 0.009377002716064453
Info 1286 [17:53:49.859] getCompletionData: Is inside comment: 0.011671006679534912
Info 1287 [17:53:49.859] getCompletionData: Get previous token: 0.020528018474578857
Info 1288 [17:53:49.860] getCompletionsAtPosition: isCompletionListBlocker: 0.002974987030029297
Info 1289 [17:53:49.860] getCompletionData: Semantic work: 0.08464497327804565
Info 1290 [17:53:49.882] getCompletionData: Get current token: 0.008675992488861084
Info 1291 [17:53:49.882] getCompletionData: Is inside comment: 0.014747023582458496
Info 1292 [17:53:49.882] getCompletionData: Get previous token: 0.027781009674072266
Info 1293 [17:53:49.882] getCompletionsAtPosition: isCompletionListBlocker: 0.0030249953269958496
Info 1294 [17:53:49.882] getCompletionData: Semantic work: 0.08984500169754028
Info 1295 [17:53:49.965] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1296 [17:53:49.969] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 3.378674030303955ms
Info 1297 [17:53:49.969] Different program with same set of files
Info 1298 [17:53:49.969] getCompletionData: Get current token: 0.01550900936126709
Info 1299 [17:53:49.969] getCompletionData: Is inside comment: 0.02902299165725708
Info 1300 [17:53:49.969] getCompletionData: Get previous token: 0.05679398775100708
Info 1301 [17:53:49.969] getCompletionsAtPosition: isCompletionListBlocker: 0.0033860206604003906
Info 1302 [17:53:49.969] getCompletionData: Semantic work: 0.18803399801254272
Info 1303 [17:53:49.979] getCompletionData: Get current token: 0.01808297634124756
Info 1304 [17:53:49.979] getCompletionData: Is inside comment: 0.032629966735839844
Info 1305 [17:53:49.979] getCompletionData: Get previous token: 0.06572097539901733
Info 1306 [17:53:49.979] getCompletionsAtPosition: isCompletionListBlocker: 0.003395974636077881
Info 1307 [17:53:49.979] getCompletionData: Semantic work: 0.0928499698638916
Info 1308 [17:53:50.001] getCompletionData: Get current token: 0.013634979724884033
Info 1309 [17:53:50.001] getCompletionData: Is inside comment: 0.023904025554656982
Info 1310 [17:53:50.001] getCompletionData: Get previous token: 0.04803800582885742
Info 1311 [17:53:50.001] getCompletionsAtPosition: isCompletionListBlocker: 0.0030860304832458496
Info 1312 [17:53:50.001] getCompletionData: Semantic work: 0.0857970118522644
Info 1313 [17:53:50.002] getCompletionData: Get current token: 0.013224005699157715
Info 1314 [17:53:50.002] getCompletionData: Is inside comment: 0.023994028568267822
Info 1315 [17:53:50.002] getCompletionData: Get previous token: 0.047797977924346924
Info 1316 [17:53:50.002] getCompletionsAtPosition: isCompletionListBlocker: 0.0021740198135375977
Info 1317 [17:53:50.002] getCompletionData: Semantic work: 0.06085097789764404
Info 1318 [17:53:50.142] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1319 [17:53:50.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 4.050823986530304ms
Info 1320 [17:53:50.146] Different program with same set of files
Info 1321 [17:53:50.146] getCompletionData: Get current token: 0.016529977321624756
Info 1322 [17:53:50.146] getCompletionData: Is inside comment: 0.030835986137390137
Info 1323 [17:53:50.146] getCompletionData: Get previous token: 0.05974900722503662
Info 1324 [17:53:50.146] getCompletionsAtPosition: isCompletionListBlocker: 0.0039969682693481445
Info 1325 [17:53:50.147] getCompletionData: Semantic work: 0.2919650077819824
Info 1326 [17:53:50.148] getCompletionData: Get current token: 0.01811397075653076
Info 1327 [17:53:50.148] getCompletionData: Is inside comment: 0.03207898139953613
Info 1328 [17:53:50.148] getCompletionData: Get previous token: 0.055640995502471924
Info 1329 [17:53:50.148] getCompletionsAtPosition: isCompletionListBlocker: 0.0028450489044189453
Info 1330 [17:53:50.148] getCompletionData: Semantic work: 0.08664900064468384
Info 1331 [17:53:50.149] getCompletionData: Get current token: 0.015137970447540283
Info 1332 [17:53:50.149] getCompletionData: Is inside comment: 0.027160048484802246
Info 1333 [17:53:50.149] getCompletionData: Get previous token: 0.05446904897689819
Info 1334 [17:53:50.149] getCompletionsAtPosition: isCompletionListBlocker: 0.002474963665008545
Info 1335 [17:53:50.149] getCompletionData: Semantic work: 0.07305401563644409
Info 1336 [17:53:50.150] getCompletionData: Get current token: 0.014837026596069336
Info 1337 [17:53:50.150] getCompletionData: Is inside comment: 0.026868999004364014
Info 1338 [17:53:50.150] getCompletionData: Get previous token: 0.05492103099822998
Info 1339 [17:53:50.150] getCompletionsAtPosition: isCompletionListBlocker: 0.0024139881134033203
Info 1340 [17:53:50.151] getCompletionData: Semantic work: 0.06739401817321777
Info 1341 [17:53:51.757] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1342 [17:53:51.760] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 2.692889988422394ms
Info 1343 [17:53:51.760] Different program with same set of files
Info 1344 [17:53:51.761] getCompletionData: Get current token: 0.020116031169891357
Info 1345 [17:53:51.761] getCompletionData: Is inside comment: 0.0345730185508728
Info 1346 [17:53:51.761] getCompletionData: Get previous token: 0.06588995456695557
Info 1347 [17:53:51.761] getCompletionsAtPosition: isCompletionListBlocker: 0.004086971282958984
Info 1348 [17:53:51.761] getCompletionData: Semantic work: 0.22144603729248047
Info 1349 [17:53:51.770] getCompletionData: Get current token: 0.012752950191497803
Info 1350 [17:53:51.770] getCompletionData: Is inside comment: 0.02265101671218872
Info 1351 [17:53:51.771] getCompletionData: Get previous token: 0.04371005296707153
Info 1352 [17:53:51.771] getCompletionsAtPosition: isCompletionListBlocker: 0.002424955368041992
Info 1353 [17:53:51.771] getCompletionData: Semantic work: 0.06812500953674316
Info 1354 [17:53:51.792] getCompletionData: Get current token: 0.016040027141571045
Info 1355 [17:53:51.792] getCompletionData: Is inside comment: 0.02829200029373169
Info 1356 [17:53:51.792] getCompletionData: Get previous token: 0.05556201934814453
Info 1357 [17:53:51.792] getCompletionsAtPosition: isCompletionListBlocker: 0.0030249953269958496
Info 1358 [17:53:51.792] getCompletionData: Semantic work: 0.08330196142196655
Info 1359 [17:53:51.815] getCompletionData: Get current token: 0.01668095588684082
Info 1360 [17:53:51.815] getCompletionData: Is inside comment: 0.029214024543762207
Info 1361 [17:53:51.815] getCompletionData: Get previous token: 0.05547201633453369
Info 1362 [17:53:51.815] getCompletionsAtPosition: isCompletionListBlocker: 0.005059003829956055
Info 1363 [17:53:51.815] getCompletionData: Semantic work: 0.13048899173736572
Info 1364 [17:53:51.990] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1365 [17:53:51.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 2.349250018596649ms
Info 1366 [17:53:51.993] Different program with same set of files
Info 1367 [17:53:51.993] getCompletionData: Get current token: 0.015157997608184814
Info 1368 [17:53:51.993] getCompletionData: Is inside comment: 0.028783023357391357
Info 1369 [17:53:51.993] getCompletionData: Get previous token: 0.05517101287841797
Info 1370 [17:53:51.993] getCompletionsAtPosition: isCompletionListBlocker: 0.003987014293670654
Info 1371 [17:53:51.994] getCompletionData: Semantic work: 0.19233298301696777
Info 1372 [17:53:51.995] getCompletionData: Get current token: 0.015058040618896484
Info 1373 [17:53:51.995] getCompletionData: Is inside comment: 0.028261005878448486
Info 1374 [17:53:51.995] getCompletionData: Get previous token: 0.05533099174499512
Info 1375 [17:53:51.995] getCompletionsAtPosition: isCompletionListBlocker: 0.002695024013519287
Info 1376 [17:53:51.995] getCompletionData: Semantic work: 0.25665903091430664
Info 1377 [17:53:52.011] getCompletionData: Get current token: 0.014946997165679932
Info 1378 [17:53:52.011] getCompletionData: Is inside comment: 0.02911299467086792
Info 1379 [17:53:52.011] getCompletionData: Get previous token: 0.054960012435913086
Info 1380 [17:53:52.011] getCompletionsAtPosition: isCompletionListBlocker: 0.002624988555908203
Info 1381 [17:53:52.011] getCompletionData: Semantic work: 0.07832401990890503
Info 1382 [17:53:52.011] getCompletionData: Get current token: 0.014936983585357666
Info 1383 [17:53:52.011] getCompletionData: Is inside comment: 0.027811050415039062
Info 1384 [17:53:52.011] getCompletionData: Get previous token: 0.05458003282546997
Info 1385 [17:53:52.011] getCompletionsAtPosition: isCompletionListBlocker: 0.003947019577026367
Info 1386 [17:53:52.012] getCompletionData: Semantic work: 0.08469498157501221
Info 1387 [17:53:52.063] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1388 [17:53:52.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 2.3488500118255615ms
Info 1389 [17:53:52.065] Different program with same set of files
Info 1390 [17:53:52.066] getCompletionData: Get current token: 0.015156984329223633
Info 1391 [17:53:52.066] getCompletionData: Is inside comment: 0.028672993183135986
Info 1392 [17:53:52.066] getCompletionData: Get previous token: 0.05532103776931763
Info 1393 [17:53:52.066] getCompletionsAtPosition: isCompletionListBlocker: 0.003886997699737549
Info 1394 [17:53:52.066] getCompletionData: Semantic work: 0.203762948513031
Info 1395 [17:53:52.067] getCompletionData: Get current token: 0.015077948570251465
Info 1396 [17:53:52.067] getCompletionData: Is inside comment: 0.028001010417938232
Info 1397 [17:53:52.067] getCompletionData: Get previous token: 0.0555109977722168
Info 1398 [17:53:52.067] getCompletionsAtPosition: isCompletionListBlocker: 0.0027350187301635742
Info 1399 [17:53:52.067] getCompletionData: Semantic work: 0.07440698146820068
Info 1400 [17:53:52.067] getCompletionData: Get current token: 0.014887034893035889
Info 1401 [17:53:52.067] getCompletionData: Is inside comment: 0.03171801567077637
Info 1402 [17:53:52.067] getCompletionData: Get previous token: 0.054850995540618896
Info 1403 [17:53:52.067] getCompletionsAtPosition: isCompletionListBlocker: 0.0025649666786193848
Info 1404 [17:53:52.068] getCompletionData: Semantic work: 0.07546800374984741
Info 1405 [17:53:52.068] getCompletionData: Get current token: 0.014627039432525635
Info 1406 [17:53:52.068] getCompletionData: Is inside comment: 0.028351962566375732
Info 1407 [17:53:52.068] getCompletionData: Get previous token: 0.055031001567840576
Info 1408 [17:53:52.068] getCompletionsAtPosition: isCompletionListBlocker: 0.002695024013519287
Info 1409 [17:53:52.068] getCompletionData: Semantic work: 0.06837600469589233
Info 1410 [17:53:52.118] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1411 [17:53:52.120] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false structureIsReused:: Completely Elapsed: 1.8880670070648193ms
Info 1412 [17:53:52.120] Different program with same set of files
Info 1413 [17:53:52.120] getCompletionData: Get current token: 0.015938997268676758
Info 1414 [17:53:52.120] getCompletionData: Is inside comment: 0.028963029384613037
Info 1415 [17:53:52.120] getCompletionData: Get previous token: 0.05522102117538452
Info 1416 [17:53:52.120] getCompletionsAtPosition: isCompletionListBlocker: 0.002946019172668457
Info 1417 [17:53:52.121] getCompletionData: Semantic work: 0.25913500785827637
Info 1418 [17:53:52.122] getCompletionData: Get current token: 0.015178024768829346
Info 1419 [17:53:52.122] getCompletionData: Is inside comment: 0.028141021728515625
Info 1420 [17:53:52.122] getCompletionData: Get previous token: 0.05544096231460571
Info 1421 [17:53:52.122] getCompletionsAtPosition: isCompletionListBlocker: 0.0028550028800964355
Info 1422 [17:53:52.122] getCompletionData: Semantic work: 0.0760200023651123
Info 1423 [17:53:52.145] getCompletionData: Get current token: 0.0163000226020813
Info 1424 [17:53:52.145] getCompletionData: Is inside comment: 0.029233038425445557
Info 1425 [17:53:52.145] getCompletionData: Get previous token: 0.05562102794647217
Info 1426 [17:53:52.145] getCompletionsAtPosition: isCompletionListBlocker: 0.005791008472442627
Info 1427 [17:53:52.145] getCompletionData: Semantic work: 0.12492901086807251
Info 1428 [17:53:52.147] getCompletionData: Get current token: 0.015056967735290527
